,71 con 9,71 con 27,71 con 81
0,-0.9731515035020605,-0.25457295978769373,-1.27400367556268
1,-0.8639066901846054,-0.9345314393623553,-0.6236193610112659
2,-1.4167838062382319,-0.5547362254172028,-0.21064413176666083
3,0.06446419193109101,-0.1083324675757036,-1.6296561902237385
4,-0.07992985554487313,-0.7760161251378489,-0.35257914319259487
5,-0.5416073692391462,-1.777682328357853,-0.01622777584697332
6,-0.06332321107048597,-1.9678954930505943,-0.9642837643722083
7,-1.1056429252633102,-0.701117672005825,-2.250150890351635
8,-0.32888191268951744,-0.4925686697652506,-1.2214191619262227
9,-0.8353059929041594,-0.4053892934641992,-0.2463738519567473
10,-2.6051969670710884,-0.998008490171474,-2.1453313869087034
11,-0.5546590568099949,-1.0276065922837467,-1.6303594915889235
12,-1.940868961434375,-0.13402999210084995,-1.7450921553634908
13,-0.8865898650322147,-0.5050657230182419,-1.4266483792707954
14,-0.6550650708483811,-1.8611109202706249,-0.9770535390279295
15,-1.5224631904469152,-0.3018667803235688,-2.8701383172771004
16,-1.0645571651641894,-2.307333504529171,-0.13832094855176366
17,-0.5731275780876517,-0.3696879940340997,-0.405160082719688
18,-0.3725236911387856,-0.7099816863492961,-0.4981261944339178
19,-0.28376489936026017,-0.5225012988138216,-0.09836485769489917
20,-1.2148050212835182,-0.3215835093780211,-1.2876907913834617
21,-0.6955241404025908,-1.7092829740770499,-0.9754989557331929
22,-0.04123279087993419,-0.3358124955614681,-2.2158802903228225
23,-0.33569446540007275,-0.7375020319370926,-0.8950919916962539
24,-1.3881392130446184,-0.7741283668700326,-1.2324572685432242
25,0.006028028519376179,-1.0101408618229197,-1.4056711305967973
26,-0.22749365419829257,-2.0030704737561824,-1.3119899579546077
27,-0.1924846071329113,-0.2973972740632283,-1.20362613103069
28,-2.8491063636585134,-0.842221834673824,-0.5894295684536236
29,-0.2761667677461757,-0.5772170559498881,-0.32033214149245925
30,-0.48564415871236943,-0.19732495880118558,-1.327976948358348
31,-0.4121347045946871,-0.4597311381385193,-0.7955791668056656
32,-0.6110256807208913,0.0760983199395327,-0.6840133983738027
33,-1.2738933639478962,-1.3698216951953723,-2.1342535306436363
34,-0.24274082848625464,-0.4226710821528953,-0.8011586381607244
35,-0.7528461227723213,-0.7850313317339914,-1.5486290176788342
36,-1.2353572025557125,-0.1573188223564155,-0.337314617971909
37,-0.2461064462736711,-1.0325726593401776,-0.3497473553965806
38,-0.20918690348442817,-1.252468885588754,-1.180328123728147
39,-1.267998638170187,-1.130105590746402,-1.297514858088448
40,-1.382312639702685,0.0643776559270334,-1.32603027867654
41,-0.47417657330625285,-1.0666745212691204,-0.3443125544545209
42,-2.141357556988997,-0.37904398587937765,-0.3398447867936608
43,-0.5688310868388157,-0.1850185783014075,-1.0991219961131065
44,-0.2634284596206562,-0.8655932805520564,-0.4924371206443156
45,-2.3326452971018123,-0.06334868867682139,-1.0702127192682043
46,-1.1385241715627814,-1.7527066335455144,-0.7657749441745345
47,-1.4807745461964954,-0.6424886327454108,-1.1028999878557058
48,-0.0986201424289346,-0.649435267898798,-1.436877433656316
49,-0.8673357063660406,-0.38301368333954194,-0.19809175869902326
50,-0.5910153172029212,-1.492044265292636,-1.620811948067967
51,-2.367330939754376,-0.18187995199367193,-1.1409155939487265
52,-1.2067487038365288,-0.8709507260883135,-0.4284627689980029
53,-0.38368003998455213,-1.064668200164673,-2.0215855684516644
54,-0.5399416272841581,-0.9198225014510107,-0.44914612206703775
55,-1.7463184925658992,-1.2310600518611845,-0.7726377042975685
56,-0.32406394757008283,-0.004208550963305981,-1.2232419329681175
57,-0.4384466326326183,-0.12936273148209318,-0.8350024638216044
58,-0.03283686638652009,-1.829658051140577,-1.193858758962607
59,-1.4820096745009677,0.025776742360168577,0.033717601413341715
60,-2.5052795712470046,-0.3014217342096836,-0.8915648870397316
61,-0.3353076581700535,-0.1959331585005416,-1.9260515091729102
62,-1.671127801551499,-0.7706179344781088,0.03659216042112762
63,-0.9496464439311713,-0.8337216716179164,-0.0364642211533004
64,-0.3087333224134977,-0.364112476824623,-0.5387479859871336
65,-0.2565576775476916,-0.8895902301089721,0.06426818071973699
66,-0.8891400642718922,-0.713303064890297,-0.6579609452201435
67,-1.2277378378993398,-0.4245720254357729,0.007822181698874005
68,-0.7799379032908066,-0.3275169474105199,-0.15228697901223126
69,-0.2537856488802957,-0.07784675772427554,-1.1113909843705565
70,-0.8014405439069701,-1.0302541157416458,-0.5935261826479262
