,70 con 9,70 con 27,70 con 81
0,-1.459165777248347,-0.5927892538258677,-1.6820654334083478
1,-1.4025898433467903,-1.2654121011450397,-0.014027455044004615
2,-0.5001628383761038,-1.1697781523577402,-1.2059287337558757
3,-1.7319949761540625,-1.3400485483447604,0.01855839776096544
4,-0.11254741228703007,-0.8532895616169957,-1.6216901793486749
5,-0.43599719659315184,-0.6315597854446141,-2.425402987323532
6,-0.7758763555932457,-0.42827558558937456,-1.1658776045844936
7,-0.9890318794466212,0.06420526915840521,-0.3896275144724469
8,0.07640909693915499,-0.09165885126756597,-0.24528698843989072
9,-1.1533247197430017,0.06988137487843125,-1.4370724852038448
10,-0.45931291812497665,-1.5682497875706098,-0.10550212116954824
11,-0.7039569668605539,-0.3274215416937496,-0.9211240581580735
12,-0.6415159644132093,-0.4976836428989973,-0.029772684995219335
13,-0.3054005103703201,0.015480099546912127,-0.3405914424414407
14,-0.29049148273048436,-0.8013277945163215,-1.2761230954617038
15,-2.192134858501464,-0.7863680380159985,-0.6813002413049528
16,-0.5354395324732012,-0.3369307428629267,-0.2271178076959551
17,-0.4506180678833304,-0.3003936896509644,-1.1935589398569717
18,-0.8249790988153839,-0.7293416436939776,-0.5764972496290901
19,-0.7391443920985771,-1.18560053891594,0.0710797869291596
20,-0.8759742666529979,-1.9170341314015444,-0.25079122086995315
21,-0.8473544441065418,-0.30667889344636534,-0.4445028554943944
22,0.019837470821197987,-0.621365333378914,-1.1165492202067002
23,-1.654352894268954,-1.4269743860538082,-0.6265678094270504
24,-1.046259074660652,-2.506266358322627,-0.5364705542872533
25,-0.4061160524772579,-0.7830479531587392,-0.7866131503592757
26,-2.027214369481828,-1.5196772384794595,-0.5048588468668418
27,-1.7021275028292508,-1.4003974460038007,-0.31101901418311156
28,-0.5550309777435547,-1.3404333132479245,-2.6344469509949056
29,-0.881236045061874,-0.6943379854638141,-1.2222416341401112
30,-0.11726395089348929,-0.44292945951429735,-0.5583342047685267
31,-0.7668985218060115,-1.4760881363982963,-1.1140767507103575
32,-1.0757816646163587,-1.0327661710538918,-0.957483465018413
33,-0.6217249818800159,-1.883890648490401,-1.2242384173595726
34,-1.9366114850080831,-0.22048185640214152,-0.3132595934481582
35,-1.0035204003017013,-0.6943992864116731,-0.6786696749393322
36,-0.6901325945713709,-0.9760096954551011,-1.0057750501610763
37,-0.1360056583054111,-1.566703965739332,-2.145486570346806
38,-0.2885880549364585,-1.1561550931568219,-0.9484895398557325
39,-0.8034825810877662,-0.5584366811819254,-0.11717803385214992
40,0.0792595398540982,-0.2723991516633742,-0.46372593692091424
41,0.05193227836289463,-0.35430605555981165,-0.9973992217937816
42,-1.758782633723101,-0.5109889942790897,-0.9922845070618795
43,-1.6584548229000908,-1.349684459372228,-2.0890576649160493
44,-1.090943554274477,-1.2231854102320885,-0.7284596841696239
45,-0.6060263905365264,-1.3732205311880197,-2.4488896912204474
46,-0.6218500494561743,0.061812130649546604,-1.3923618532481006
47,-1.507360111272053,-1.4244264713738777,-1.4351752278483998
48,-0.4054772892920396,-0.5233397166660931,-0.1605118070789867
49,-0.033005008701230965,-1.1884642694711585,-0.9890538758077466
50,-0.9414297716771108,-1.6548222074162433,-2.150182437789447
51,-0.17648271827624024,-0.2528240713349621,-1.1422807706641922
52,-0.4427205411182956,-0.19681952752327803,-1.2596854756409983
53,-0.4423110742129731,-0.06668666825465455,-2.1970495659210396
54,-0.19308980586781643,-0.18822834513976075,-2.0526667423559806
55,-0.8700641676358187,-1.1132933734711654,-0.03810143661262567
56,-0.9029978070521476,-1.023674436257042,0.06712988255198327
57,-1.825816602119901,-0.48766171046835877,-0.038933447624554314
58,-1.2664607186116625,-1.0202519738612619,-0.7847709398877443
59,-0.144280555998573,-0.36293014439634774,-1.0817802717140235
60,-1.499602407737652,-0.839842101767346,-0.3696836562945147
61,-0.6237148349344208,-2.518330762428466,-1.436173709799544
62,-1.3829089209199477,-1.0603231148332648,-2.2073279002032
63,-2.078603104706051,-0.8360291340612559,-0.07031987125184855
64,-0.29253981917399957,-0.3713371626544926,-0.19747338242465412
65,-0.3694603083886751,-0.33846595218607733,-1.1002763116252154
66,-1.5240171993811396,-0.10573454729074726,-0.45019956648010956
67,-0.6526844789043544,-0.562183915340971,-0.9258656706096069
68,-0.8282740698867842,-0.7161979884682625,-0.08468843455831303
69,-0.7989248930114469,-0.12583482271843252,-0.18704234162422484
