,91 con 9,91 con 27,91 con 81
0,-0.5287290742084555,-1.1550537848747553,-1.3323359223162772
1,-0.1957896341279838,-0.623121440049052,-0.12373868723463347
2,-1.041249240029383,-0.7676051268206934,-0.6909361747293007
3,-0.8302192365227036,-0.6926272408512888,-1.0727691936262809
4,-0.9431994817597511,-1.1243898732503004,-0.5151175254560023
5,-2.038358226040441,-1.049381914216661,-0.371253299899824
6,-0.9251630859922287,-0.8455223204432136,-0.7680034168970218
7,-0.9835310829371225,-1.1103064201555166,-1.3840713944770013
8,-0.8532794321693674,-0.6692009516375872,-2.0321891357003827
9,-0.9673912496978528,-0.6825390251106114,-1.857708358304736
10,-1.3344424029527684,-0.04911318204536497,0.0325570417979303
11,-2.595777518662885,-1.269874104634493,-1.139081332000755
12,-1.3369112928075113,-0.4556323374899201,0.06679892191090203
13,-1.1640552487343168,-0.7176933511638857,-0.3573252714045136
14,-1.2545359403974856,-0.3449053824398187,0.06902808492591563
15,-0.28552325571059545,-0.23147215995672107,-2.4014767947670643
16,-1.1019890800023604,-2.235908481599371,-2.1105663802676946
17,-0.5680490553037791,-1.387397277413417,-0.14096749648662546
18,-1.3158163522952069,-2.690727241816808,-0.550987431628244
19,-2.0582445356334294,-1.2930679742063824,-0.596551880165718
20,-0.3043709544144248,-0.6118821571481396,-0.1421764820802889
21,-0.1300016707403471,-0.3706472905503645,0.06598434206578306
22,-0.2656855328097206,-1.860391058646036,-0.4036213701302312
23,-0.030690825056351408,-1.6503512056588445,-0.9906005367993513
24,-0.22757658036006384,-0.710284716773118,0.04686147784372064
25,-0.7362363824401584,-0.4082246859739919,-0.1769464830121661
26,-0.32871920690311157,-0.9149104421847077,-3.0564047342578426
27,-1.8386770382746689,-1.5202969841648981,-0.9546403424860781
28,-0.8265339038598131,-0.6521322028761922,-1.2324989491465892
29,-1.667185038113241,-0.8092211038971167,-0.6537064578636799
30,-0.342815616381711,-0.10003471918369222,-0.536298304360061
31,-1.7392347653351585,-1.9290438168500827,-0.9042385116695679
32,-0.4348194219463307,-0.5699410683136608,-0.6350930249062117
33,-1.2941725294119544,-0.89309647259551,-0.7329040023101411
34,-0.1060933099163347,-0.33479078502323306,-1.1943558847818367
35,-2.3780371616671556,-0.4526784852400917,-0.44234802764974185
36,-0.7252766385997819,-0.9224707070220237,-1.376709094997054
37,-0.699161324950057,-2.5139076810753784,-0.12085747745180472
38,-0.05633279000016553,0.06784491057550648,-0.48425904253167895
39,0.02866769843359355,-0.9067901009146268,-0.32630335389378845
40,-0.24826413384300955,-0.40410921736275945,-1.184346151684493
41,-1.0829331328661456,-1.8485907298597173,-0.49523763117833947
42,-0.9551123766665819,-0.28345649201291434,-0.44326798379968635
43,0.04830731807373117,-0.40042294787271376,-9.023328318278346e-05
44,-0.6372406597652797,-0.34413246138377396,-0.4254950896362161
45,-0.03647364786001281,-1.2115576992192614,-1.017847951091021
46,-1.4195077097656672,-0.9619987943529104,-1.7099453045353952
47,-0.24767210986595786,-1.2209217687341445,-0.43419477826753566
48,-1.2902970735317667,-0.12801505132594737,-0.28079334357160557
49,0.016839030432888515,0.006840147768713246,-0.6104788175364196
50,-0.16274731638071122,-0.3036164152212446,-0.26632989953374986
51,-0.3690916998017166,-1.2569577284514517,-2.0536498017311815
52,-1.154562652112112,-0.3577052961185728,-1.0757646649217136
53,-0.7511116238539549,-2.0520289200584187,-1.175388893557046
54,-0.7654457214289349,-0.36192550350376024,-1.7188182372126675
55,-2.9904047659999176,-1.5252403163561339,-1.2299994337582325
56,-0.47857111808001285,-0.07816219129055502,-1.203681899755287
57,-0.08035667784101581,-1.904213155548114,-1.490316979750597
